index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,내레이션,,그녀는 땅바닥에 이상한 그림을 그리기 시작했다.,,,,stage3_bgm,flowerhill_1,
2,내레이션,,문제는` 그 안에 내가 인형마냥 우두커니 서 있었야 했다.,,,,stage3_bgm,flowerhill_1,
3,진월,,저기` 이건 대체 뭔가요?,,,,stage3_bgm,flowerhill_1,
4,foxName,fox_normal,바로 이곳에 바람의 령과 천지에 닿은 인이 있으니…,,right,,stage3_bgm,flowerhill_1,
5,진월,,저기요…? foxName 님?,,,,stage3_bgm,flowerhill_1,
6,foxName,fox_normal,여기에서 자연의 도기가 하나되어 령과 기 그리고 인이 조화를 이룰지어다.,,right,,stage3_bgm,flowerhill_1,
7,진월,,저기요! 구미호님!,,,,stage3_bgm,flowerhill_1,
8,foxName,fox_sword,바람이여 날개 달린 이들을 가둘지니라` 급급여율령!,,right,,stage3_bgm,flowerhill_1,
9,sound,thunder,,,,thunder,stage3_bgm,flowerhill_1,
10,진월,,우` 우와아아악!,,,,stage3_bgm,flowerhill_1,
11,진월,,저` 저기요!,,,,stage3_bgm,flowerhill_1,진월의 일러스트가 좌로 움직임(구미호를 찾는 연출)
12,진월,,(바람 때문에 아무것도 안 보여!),,,,stage3_bgm,flowerhill_1,진월의 일러스트가 우로 움직임(구미호를 찾는 연출)
13,진월,,저` 저기요  foxName 님!,,,,stage3_bgm,flowerhill_1,
14,진월,,들리세요!,,,,stage3_bgm,flowerhill_1,
15,진월,,저` 저기요!,,,,stage3_bgm,flowerhill_1,
16,진월,,아름다우시고! 어여쁘시고!,,,,stage3_bgm,flowerhill_1,
17,진월,,머리에 동백꽃이 어울리는 예쁜 여우 수호령님!,,,,stage3_bgm,flowerhill_1,
18,foxName,fox_normal,시끄러.,tremble,center,,stage3_bgm,flowerhill_1,구미호 일러스트 등장
19,진월,,우와아아악!,,,,stage3_bgm,flowerhill_1,진월 일러스트가 왼쪽으로 이동(놀라는 연출)
20,foxName,fox_normal,곧 몰려올 테니 조심해.,,center,,stage3_bgm,flowerhill_1,
21,진월,,예?,,,,stage3_bgm,flowerhill_1,
22,비행 요괴들,monster_1,저기 있다!,,,,battle_bgm,flowerhill_1,
23,비행 요괴들,monster_1,빨리 잡아! 놈들이 바람을 차단하고 있어!,,,,battle_bgm,flowerhill_1,
24,foxName,fox_normal,거기에 있어.,,center,,battle_bgm,flowerhill_1,
25,foxName,fox_sword,스릉,,center,swing2,battle_bgm,flowerhill_1,일반 스탠딩 일러스트에서 검을 뽑은 일러스트로 변경
26,foxName,fox_sword,다가오는 날파리들은 내가 떨어뜨릴 테니.,,center,,battle_bgm,flowerhill_1,
27,foxName,fox_sword,넌 언덕의 모든 날파리들을 떨어뜨려.,,center,,battle_bgm,flowerhill_1,
