index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,진월,,최대한 빨리 왔지만 이미 마을은 파괴되었다.,,,,battle_bgm,burning_town,
2,진월,,다행일까` 아니면 비극일까.,,,,battle_bgm,burning_town,
3,진월,,사람들의 비명은 아직 들려오고 있었다.,,,,battle_bgm,burning_town,
4,foxName,fox_normal,그 녀석이군.,,center,,battle_bgm,burning_town,
5,진월,,그 녀석이요?,,,,battle_bgm,burning_town,
6,sound,,,,,tiger_roar,battle_bgm,burning_town,화면 전체 흔들림
7,진월,,흐` 흐아아!,,,,battle_bgm,burning_town,
8,foxName,fox_normal,금강호.,,center,,battle_bgm,burning_town,
9,진월,,금강호라면… 진짜 그 팔마?!,,,,battle_bgm,burning_town,
10,진월,,요괴왕 휘하의 최강의 요괴들…?!,,,,battle_bgm,burning_town,
11,진월,,근데 다른 요괴들은 어딨죠?,,,,battle_bgm,burning_town,
12,foxName,fox_normal,그 녀석은 식사시간에 다른 요괴가 있는 걸 싫어하니까.,,center,,battle_bgm,burning_town,
13,진월,,식사시간… 난 그 밥상에 오른 게 뭔 지 굳이 묻지 않았다.,,,,battle_bgm,burning_town,
14,진월,,그저 묵묵히 걸어가는 그녀의 뒤를 따를 뿐이었다.,,,,battle_bgm,burning_town,
15,background,,,,,,stop,black,화면이 검어졌다가 다시 배경 원상복구
16,,,,,,,,burning_town,오른쪽에 구미호` 진월 일러스트 나란히 배치` 왼쪽에 금강호 일러스트 배치
17,금강호,tiger,뭐지?,,right,,boss1_bgm,burning_town,
18,금강호,tiger,식사시간엔 방해 말라고… 음?,,right,,boss1_bgm,burning_town,
19,금강호,tiger,호오?,,right,,boss1_bgm,burning_town,
20,금강호,tiger,흐음…,,right,,boss1_bgm,burning_town,
21,금강호,tiger,설마 아직도 살아 있을 줄은…,,right,,boss1_bgm,burning_town,
22,foxName,fox_normal,그 놈은 어디 있지?,,left,,boss1_bgm,burning_town,
23,금강호,tiger,크하하하하! 네가 알아서 뭣하게!,,right,,boss1_bgm,burning_town,
24,금강호,tiger,곧 내 뱃속에 들어갈 녀석이!,,right,,boss1_bgm,burning_town,
25,금강호,tiger,요즘 여우고기 맛보기가 힘들었거늘!,,center,,boss1_bgm,burning_town,
26,금강호,tiger,널 통째로 씹어먹은 다음에` 네 팔 한 짝을 요괴왕께 바치면 되겠군!,,center,,boss1_bgm,burning_town,
27,foxName,fox_normal,여전히 말이 많아.,,left,,boss1_bgm,burning_town,
28,foxName,fox_sword,스릉,,center,draw,boss1_bgm,burning_town,구미호의 스탠딩 일러스트가 검을 뽑은 일러스트로 변경
29,foxName,fox_sword,시끄럽고` 덤비기나 해.,,center,,boss1_bgm,burning_town,
30,금강호,tiger,흐흐` 자` 나와라! 창귀들아!,,right,,boss1_bgm,burning_town,
31,금강호,tiger,새 식구를 맞을 준비를 해라!,,right,,boss1_bgm,burning_town,
