index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,구미호,fox_normal,일단 이게 마지막이네.,,center,,stage1_bgm,forest1,
2,구미호,fox_normal,팔마 녀석들. 아직 어림도 없다는 건가…,,center,,stage1_bgm,forest1,
3,나,,저` 저기…,,,,stage1_bgm,forest1,
4,구미호,fox_normal,뭐지?,,center,,stage1_bgm,forest1,
5,구미호,fox_normal,쓸데없는 질문이면…,,center,,stage1_bgm,forest1,
6,나,,아` 아니 그게…,,,,stage1_bgm,forest1,
7,나,,물론 구미호님에겐 쓸모 없는 내용일지도…,,,,stage1_bgm,forest1,
8,나,,아니` 그` 있잖아요... 그게` 별로 중요한 건 아니고. 아니` 엄밀히 따지면 중요한 건데...,,,,stage1_bgm,forest1,
9,구미호,fox_angry,스릉,,center,threat,stage1_bgm,forest1,
10,구미호,fox_angry,대답.,,center,,stage1_bgm,forest1,
11,나,,성함을 여쭈고 싶습니다!,,,,stage1_bgm,forest1,
12,구미호,fox_normal,없어.,,center,,stage1_bgm,forest1,
13,나,,그럴리가요!,,,,stage1_bgm,forest1,
14,나,,수호령들은 보호받는 인간들이 바친 이름을… 아… 아닙니다!,,,,stage1_bgm,forest1,
15,구미호,fox_angry,드디어 입을 닫는 버릇을 들였구나.,,center,threat,stage1_bgm,forest1,
16,나,,그` 그럼 제 이름을 알려드릴게요.,,,,stage1_bgm,forest1,
17,구미호,fox_normal,뭐` 그러든가.,,center,,stage1_bgm,forest1,
18,내레이션,,거절할 줄 알았는데.,,,,stage1_bgm,forest1,
19,내레이션,,의외로 그녀는 내 이름에 대해 궁금해하는 눈치였다.,,,,stage1_bgm,forest1,
20,내레이션,,역시` 수호령은 수호령인가.,,,,stage1_bgm,forest1,
21,나,,제 이름은 진월입니다!,,,,stage1_bgm,forest1,
22,구미호,fox_awkward,…!,tremble,center,,stage1_bgm,forest1,
23,구미호,fox_normal,뭐` 그래.,,center,,stage1_bgm,forest1,
24,진월,,헤헤! 잘 부탁드립니다!,,,,stage1_bgm,forest1,
25,구미호,fox_normal,그러든가.,,center,,stage1_bgm,forest1,
26,진월,,저`그런데... 구미호님도 이름이 있어야 하지 않겠어요?,,,,stage1_bgm,forest1,
27,구미호,fox_normal,필요 없어.,,center,,stage1_bgm,forest1,
28,진월,,그` 그러지 마시구요.,,,,stage1_bgm,forest1,
29,진월,,그럼 제가 지어드릴까요...?,,,,stage1_bgm,forest1,
30,구미호,fox_awkward,...?,,center,,stage1_bgm,forest1,
31,진월,,아` 아니 그래도 역시 이름이 있어야 한달까` 그게...,,,,stage1_bgm,forest1,
32,구미호,fox_normal,마음대로 해. ,,center,,stage1_bgm,forest1,
33,구미호,fox_normal,그깟 보잘것 없는 이름따위... 안 쓸 거니까.,,center,,stage1_bgm,forest1,
34,진월,,아` 예! 그럼` 음...,,,,stage1_bgm,forest1,
35,naming,,,,,,stage1_bgm,forest1,
36,진월,,foxName 어때요? 괜찮죠?,,,,stage1_bgm,forest1,
37,foxName,fox_normal,...흥.,,center,,stage1_bgm,forest1,
38,내레이션,,그녀는 아무런 대답도 없이 그저 갔다.,,,,stage1_bgm,forest1,
39,내레이션,,마음에 든 걸까? 아닌걸까.,,,,stage1_bgm,forest1,
40,내레이션,,일단 허락이라고 생각하고 넘어갔다..,,,,stage1_bgm,forest1,
