index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,진월,,마` 마을이 불타고 있어요!,,,,battle_bgm,burning_town,
2,foxName,fox_normal,그래. 잘 타네.,,center,,battle_bgm,burning_town,
3,진월,,저` 저기요!,,,,battle_bgm,burning_town,
4,진월,,마을이 불타고 있다니깐요` foxName 님?,,,,battle_bgm,burning_town,
5,foxName,fox_normal,그래서? 그리고 난 foxName 따위가 아니야.,,center,,battle_bgm,burning_town,
6,진월,,그` 그게 중요한 게 아니 잖아요! 지금 사람들이...,,,,battle_bgm,burning_town,
7,foxName,fox_normal,그럼` 요괴들이 가만히 있을까?,,center,,battle_bgm,burning_town,
8,foxName,fox_normal,당연히 인간들을 습격하고 사냥하겠지.,,center,,battle_bgm,burning_town,
9,foxName,fox_normal,너희 사냥꾼들도 자주 보는 광경이잖아.,,center,,battle_bgm,burning_town,
10,진월,,그` 러` 니` 까! 구해야죠!,,,,battle_bgm,burning_town,
11,foxName,fox_normal,내가 왜?,,center,,battle_bgm,burning_town,
12,진월,,예…?,,,,battle_bgm,burning_town,
13,foxName,fox_normal,내가 왜 구해야 하는데?,,center,,battle_bgm,burning_town,
14,진월,,아니` 그게… 당연히 수호령…,,,,battle_bgm,burning_town,
15,진월,,아` 아니지! 응당` 사람이면 해야죠!,,,,battle_bgm,burning_town,
16,foxName,fox_normal,난 여우야.,,center,,battle_bgm,burning_town,
17,진월,,아` 그러네. 하지만 그` 그게…,,,,battle_bgm,burning_town,
18,foxName,fox_sword,스릉,,center,draw,battle_bgm,burning_town,일반 스탠딩 일러스트에서 칼을 뽑은 일러스트로 변경
19,foxName,fox_sword,사람은 관심 없어.,,center,,battle_bgm,burning_town,
20,foxName,fox_sword,다만` 내가 찾던 녀석이 저기 있네.,,center,,battle_bgm,burning_town,
21,진월,,그` 그럼!,,,,battle_bgm,burning_town,
22,foxName,fox_sword,재빠르게 돌파한다.,,center,,battle_bgm,burning_town,
23,foxName,fox_sword,못 따라오면 죽을 줄 알아.,,center,,battle_bgm,burning_town,
24,진월,,옙!,,,,battle_bgm,burning_town,
