index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,호문조,bird,역시 나 혼자론 막을 수 없었나?,,right,,stop,flowerhill_1,
2,foxName,fox_normal,걱정 마.,,left,,,flowerhill_1,
3,foxName,fox_normal,어차피 다른 녀석들도 네 곁으로 보내줄 테니까.,,left,,,flowerhill_1,
4,호문조,bird,키르르르… 정말… 대단하단 말야…,,right,,,flowerhill_1,
5,호문조,bird,퇴마사에게… 당해놓고도… 또 퇴마사를…,,right,,,flowerhill_1,
6,foxName,fox_shocked,….?!,,left,,,flowerhill_1,
7,sound,Horizontal_Slash,슈칵!,,,slash3,,flowerhill_1,검은 화면에서 하얀 검격이 세로로 가르는 연출
8,내레이션,,호문조는 의미심장한 비웃음과 함께 영영 눈을 감았다.,bird_injury_disappear,,,stage3_bgm,flowerhill_1,
9,내레이션,,퇴마사에게 당했다니...,,,,stage3_bgm,flowerhill_1,
10,내레이션,,도저히 알 수 없는 말을 남겨두고.,,,,stage3_bgm,flowerhill_1,
11,내레이션,,호문조는 수수께끼 하나와 구슬 하나를 남겨두고 사라졌다.,,,,stage3_bgm,flowerhill_1,
12,진월,,foxName님...,_appear,,,stage3_bgm,flowerhill_1,호문조가 사라지고 오른쪽에 진월 일러스트 등장
13,foxName,fox_angry,넌 아무것도 못 들은 거야,,center,,stage3_bgm,flowerhill_1,
14,진월,,아뇨. 들었어요.,,,,stage3_bgm,flowerhill_1,
15,background,,,,,,stop,black,
16,,,,,,,,fox_jin_illustration_2,
17,sound,,,,,threat,,fox_jin_illustration_2,구미호(왼쪽)가 진월(오른쪽)의 목에 검을 겨누는 일러스트 컷씬 
18,내레이션,,그녀의 검이 내 목에 가까이 다가왔다.,,,,,fox_jin_illustration_2,
19,내레이션,,고작` 창호지 한 장 차이로.,,,,,fox_jin_illustration_2,
20,foxName,fox_angry,못 들은 거라고.,,center,,,flowerhill_1,
21,진월,,아뇨 들었어요.,,,,,flowerhill_1,
22,foxName,fox_angry,이래도 못 들은 거라고?,,center,,,flowerhill_1,
23,진월,,예! 전  foxName 님을 다치게 하고 싶지 않으니까요!,,,,,flowerhill_1,
24,foxName,fox_shocked,,_tremble,center,,,flowerhill_1,
25,foxName,fox_awkward,이상한 데서 고집투성이군. 진짜 그 녀석처럼…,,center,,,flowerhill_1,
26,진월,,대답해주세요.,,,,,flowerhill_1,
27,진월,,퇴마사가  foxName 님께 위해를 끼쳤다는 게 대체 무슨…,,,,,flowerhill_1,
28,foxName,fox_normal,넌 못 들은 거야. 아직은.,,center,,,flowerhill_1,
29,진월,,…. 꼭 나중에 말해주세요.,,,,,flowerhill_1,
30,foxName,fox_normal,그래…,,center,,,flowerhill_1,
31,background,,,,,,,black,화면 전환(블랙 아웃)
32,,,,,,,,flowerhill_1,
33,???,blackFox1,결국` 온 거야?,,center,,,flowerhill_1,
34,???,blackFox2,어째서… 또…,,center,,,flowerhill_1,
35,???,blackFox3,…언니.,,center,,,flowerhill_1,
36,background,,,,,,,black,화면 전환(블랙 아웃)
37,내레이션,,‘체험판은 여기까지입니다! 플레이해주셔서 감사합니다!’,,,,,black,크레딧과 함께 종료` 메인 메뉴로 복귀
