index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,진월,,헉` 허억…!,,,,stage3_bgm,flowerhill_1,
2,foxName,fox_normal,…귀찮게 됐군.,,center,,stage3_bgm,flowerhill_1,
3,foxName,fox_normal,마침 언덕이라 그 녀석이 나타난 건가?,,center,,stage3_bgm,flowerhill_1,
4,진월,,누` 누구요? 설마 팔마?!,,,,stage3_bgm,flowerhill_1,
5,foxName,fox_normal,그것들 아니면 누구겠어.,,center,,stage3_bgm,flowerhill_1,
6,foxName,fox_normal,호문조… 꽤 애먹었던 놈인데.,,center,,stage3_bgm,flowerhill_1,
7,진월,,호문조요? ‘조’라면… 새 말씀이죠?,,,,stage3_bgm,flowerhill_1,
8,foxName,fox_normal,그래.,,center,,stage3_bgm,flowerhill_1,
9,foxName,fox_normal,쌀알 대신 소를 삼킨다는 게 다를 뿐이지.,,center,,stage3_bgm,flowerhill_1,
10,진월,,하… 하하 농담도.,,,,stage3_bgm,flowerhill_1,
11,foxName,fox_normal,그리고…,,center,,stage3_bgm,flowerhill_1,
12,sound,thunder,,,,thunder,stage3_bgm,flowerhill_1,화면 전체가 흔들림
13,sound,,,,,bird_roar,stage3_bgm,flowerhill_1,화면 전체가 흔들림
14,foxName,fox_normal,굳이 말 하지 않아도 되겠네.,,center,,stage3_bgm,flowerhill_1,
15,진월,,이번 팔마는 그럼 새란 거잖아요.,,,,stage3_bgm,flowerhill_1,
16,진월,,그렇다면 난다는 건데.,,,,stage3_bgm,flowerhill_1,
17,진월,,그걸 잡을 수 있긴 할까요?,,,,stage3_bgm,flowerhill_1,
18,foxName,fox_normal,잡을 수 있는지 아닌지가 중요하지 않아.,,center,,stage3_bgm,flowerhill_1,
19,foxName,fox_normal,중요한 건` 녀석들을 잡지 못하면` 끝까지 우릴 쫓아올 거란 사실이지.,,center,,stage3_bgm,flowerhill_1,
20,내레이션,,하지만... 가능한가? 소를 한 입에 삼키는 새.,,,,stage3_bgm,flowerhill_1,
21,내레이션,,그걸 잡아야 한다니…,,,,stage3_bgm,flowerhill_1,
22,foxName,fox_normal,네가 말했었지? 한 사람 몫은 하고 있지 않느냐고.,,center,,stage3_bgm,flowerhill_1,
23,진월,,(뭐지? 불안한데?),,,,stage3_bgm,flowerhill_1,
24,foxName,fox_normal,지금` 네가 활약을 할 순간일지도 모르겠네.,,center,,stage3_bgm,flowerhill_1,
