index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,진월,,으으… 뭔가 몸에서 한기가 돋는데요?,,,,stage2_bgm,forest2,
2,진월,,저 이상한 빛이 구슬 안에 들어간 뒤였나?,,,,stage2_bgm,forest2,
3,foxName,fox_normal,당연하지.,,center,,stage2_bgm,forest2,
4,foxName,fox_normal,구슬에 네 혼령과 요괴 [영기]가 같이 있으니까.,,center,,stage2_bgm,forest2,
5,진월,,예?!,,,,stage2_bgm,forest2,
6,foxName,fox_normal,인간에게 혼령이 있듯이` 요괴에게도 [영기]라는 게 있어.,,center,,stage2_bgm,forest2,
7,foxName,fox_normal,지금 내가 죽인 요괴의 영기가 네 혼령과 같이 있는 거야,,center,,stage2_bgm,forest2,
8,진월,,그` 그럼 안 되잖아요!,,,,stage2_bgm,forest2,
9,진월,,요괴에게 물든 사람은 요괴가 되는데!,,,,stage2_bgm,forest2,
10,foxName,fox_normal,걱정 마.,,center,,stage2_bgm,forest2,
11,foxName,fox_normal,네 혼령을 꽉 잡고 있으니까.,,center,,stage2_bgm,forest2,
12,foxName,fox_normal,네가 영향 받을 일은 없어.,,center,,stage2_bgm,forest2,
13,foxName,fox_normal,하지만 네가 이상한 짓을 벌인다면.,,center,,stage2_bgm,forest2,
14,foxName,fox_angry,네가 상상한 대로 될 거야.,,center,,stage2_bgm,forest2,
15,진월,,히` 히익!,,,,stage2_bgm,forest2,
16,진월,,그` 근데 왜 요괴의 영기가…,,,,stage2_bgm,forest2,
17,foxName,fox_normal,영기가 왜?,,center,,stage2_bgm,forest2,
18,foxName,fox_shocked,…!,,center,,stage2_bgm,forest2,
19,내레이션,,그건` 그녀조차도 예상하지 못했다.,,,,stage2_bgm,forest2,
20,내레이션,,분명 나눠져 있었을 두 혼령.,,,,stage2_bgm,forest2,
21,내레이션,,진월의 혼령과 요괴의 영기가…,,,,stage2_bgm,forest2,
22,내레이션,,하나가 되어 있었다.,,,,stage2_bgm,forest2,
23,foxName,fox_awakward,말도 안 돼.,,center,,stage2_bgm,forest2,
24,foxName,fox_awakward,분명 나눴을 텐데.,,center,,stage2_bgm,forest2,
25,foxName,fox_normal,아냐.,,center,,stage2_bgm,forest2,
26,foxName,fox_normal,요괴의 영기가 움직인 게 아니야.,,center,,stage2_bgm,forest2,
27,진월,,예? 그게 무슨…,,,,stage2_bgm,forest2,
28,foxName,fox_normal,네 혼령이 영기를…,,center,,stage2_bgm,forest2,
29,내레이션,,그 뒤에 나온 말은 내 귀로 직접 듣고도 믿지 못했다.,,,,stage2_bgm,forest2,
30,진월,,제` 제가… 요괴의 영기를 흡수했다고요…?,,,,stage2_bgm,forest2,
31,foxName,fox_normal,그래.,,center,,stage2_bgm,forest2,
32,foxName,fox_normal,물론 요괴가 다른 요괴의 영기를 흡수하는 건 당연한 일이야.,,center,,stage2_bgm,forest2,
33,foxName,fox_normal,요괴들은 영기를 서로 흡수할 때마다 강해지니까.,,center,,stage2_bgm,forest2,
34,진월,,하` 하지만 저는… 인간… 저` 설마... 요괴...?!,,,,stage2_bgm,forest2,
35,내레이션,,다행히` 그녀는 고개를 도리도리 젓는다.,,,,stage2_bgm,forest2,
36,foxName,fox_normal,네 혼령.,,center,,stage2_bgm,forest2,
37,foxName,fox_normal,그건 분명 인간의 것이야.,,center,,stage2_bgm,forest2,
38,foxName,fox_normal,그렇다면…,,center,,stage2_bgm,forest2,
39,sound,fox_sword,스릉,,center,threat,stage2_bgm,forest2,
40,진월,,뭐` 뭘 하시는 건가요!,,,,stage2_bgm,forest2,
41,background,,,,,,stage2_bgm,black,
42,sound,red,,,,prod,stage2_bgm,black,
43,내레이션,,살과 뼈가 금속에 맞닿아 뭉개지는 소리.,,,,stage2_bgm,black,
44,내레이션,,하지만 소리와 다르게…,,,,stage2_bgm,black,
45,내레이션,,피가… 안 나?,,,,stage2_bgm,black,
46,background,,,,,,stage2_bgm,foxsword1,
47,내레이션,,그 검은 꼭 바람처럼 내 몸을 뚫더니.,,,,stage2_bgm,foxsword1,
48,내레이션,,그대로 바람처럼 빠져나갔다.,,,,stage2_bgm,foxsword1,
49,background,,,,,,stage2_bgm,foxsword2,
50,내레이션,,하지만` 그 검은…,,,,stage2_bgm,foxsword2,
51,내레이션,,달빛처럼 빛나고 있었다.,,,,stage2_bgm,foxsword2,
52,background,,,,,,stage2_bgm,foxsword3,
53,내레이션,,뭐라 말할 새도 없이.,,,,stage2_bgm,foxsword3,
54,내레이션,,그 아름드리 빛나는 여우의 검이 달빛을 무대 삼아 춤을 췄다.,,,,stage2_bgm,foxsword3,
