index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,내레이션,,그 거대한 몸이 쓰러진다.,,,giant_fall,stop,forest2,배경 전체가 흔들림
2,내레이션,,생명체가 아니라 뭔가 건물이 무너지는 기분.,,,,,forest2,
3,내레이션,,우리가 볼 수 있는 건` 그저 죽어가는 얼굴뿐이었다.,,,,,forest2,
4,장인,giant,역시 강하다.,,right,,,forest2,
5,장인,giant,대단한 맹견.,,right,,,forest2,
6,foxName,fox_angry,닥쳐.,,left,,,forest2,
7,장인,giant,하지만 너 멍청하다.,,right,,,forest2,
8,장인,giant,나도 한때 작은 인간 친구했다.,,right,,,forest2,
9,장인,giant,나무를 가져다주고. 돌 치워줬다.,,right,,,forest2,
10,장인,giant,집을 지어주고 맹수 물리쳤다.,,right,,,forest2,
11,장인,giant,하지만?,,right,,,forest2,
12,장인,giant,작은 인간들 나 크다며 묶었다.,,right,,,forest2,
13,장인,giant,그리고 날 죽이려 했다.,,right,,,forest2,
14,장인,giant,그때 요괴의 왕. 날 구했다.,,right,,,forest2,
15,장인,giant,작은 인간들. 항상 배신한다.,,right,,,forest2,
16,장인,giant,개` 아니 여우.,,right,,,forest2,
17,장인,giant,요괴 왕에게 가라.,,right,,,forest2,
18,장인,giant,가서 충성해라.,,right,,,forest2,
19,장인,giant,같은 실수 반복 마라…,,right,,,forest2,
20,장인,giant,,tremble,,giant_fall,,forest2,
21,내레이션,,그 말과 함께` 장인의 숨이 끊어졌다.,,,,,forest2,장인 일러스트 사라짐
22,내레이션,,그 거대한 몸이 먼지가 되어 사라지고.,,,,,forest2,
23,내레이션,,남은 건 그저 구슬 하나였다.,,,,,forest2,
24,진월,,같은 실수… 그게 뭐죠?,,,,stage2_bgm,forest2,
25,내레이션,,그녀가 묵묵히 그 구슬을 주워들었다.,,,,stage2_bgm,forest2,
26,내레이션,spirit,혼령 구슬의 또 하나의 금이 사라졌다.,,,,stage2_bgm,forest2,
27,foxName,fox_normal,뭐겠어?,,center,,stage2_bgm,forest2,
28,foxName,fox_normal,당연히 너 같은 인간들을 믿는 거지.,,center,,stage2_bgm,forest2,
29,진월,,그게 대체…,,,,stage2_bgm,forest2,
30,foxName,fox_normal,난 저기 소나무 밑에서 기다릴 테니 다녀와.,,center,,stage2_bgm,forest2,
31,진월,,예…?,,,,stage2_bgm,forest2,
32,foxName,fox_normal,저것들 묻고 와.,,center,,stage2_bgm,forest2,
33,내레이션,,그녀가 가리킨 건` 선배들의 시신이었다.,,,,stage2_bgm,forest2,
34,내레이션,,그랬다. 선배들은…,,,,stage2_bgm,forest2,
35,foxName,fox_normal,시체를 함부로 숲에 버리면 숲이 더러워지니까.,,center,,stage2_bgm,forest2,
36,내레이션,,말은 모질게 하지만.,fox_normal_disappear,,,stage2_bgm,forest2,구미호 일러스트 사라짐
37,내레이션,,느낄 수 있다. 그녀가 배려하고 있음을...,left-right,,,stage2_bgm,forest2,진월 일러스트 가운데로 이동
38,내레이션,,그녀도 분명 이런 기억이 있었던 걸까?,,,,stage2_bgm,forest2,
39,내레이션,,그녀가 비켜준 자리에서.,,,,stage2_bgm,forest2,
40,내레이션,,난` 선배들을 묻기 시작했다. 곧 눈물이 쏟아지기 시작했다.,,,,stage2_bgm,forest2,
41,내레이션,,부디` 좋은 곳으로 가셨기를...,,,,stage2_bgm,forest2,
82,background,,,,,,stage1_bgm,chapter3_logo,
