index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,진월,,마` 마을이 불타고 있어요!,null,right,,battle_bgm,bruning_town,
2,foxName,fox_normal,그래. 잘 타네.,,left,,battle_bgm,bruning_town,
3,진월,,저` 저기요!,,right,,battle_bgm,bruning_town,
4,진월,,마을이 불타고 있다니깐요` foxName 님?,,right,,battle_bgm,bruning_town,
5,foxName,fox_normal,그래서? 그리고 난 foxName가 아니야.,,left,,battle_bgm,bruning_town,
6,진월,,그` 그게 중요한 게 아니 잖아요! 지금 사람들이...,,right,,battle_bgm,bruning_town,
7,foxName,fox_normal,그럼 뭐 그렇게 많은 요괴들이 가만히 있을까?,,left,,battle_bgm,bruning_town,
8,foxName,fox_normal,당연히 인간들을 습격하고 사냥하겠지.,,left,,battle_bgm,bruning_town,
9,foxName,fox_normal,너희 사냥꾼들도 자주 보는 광경이잖아.,,left,,battle_bgm,bruning_town,
10,진월,,그` 러` 니` 까! 구해야죠!,,right,,battle_bgm,bruning_town,
11,foxName,fox_normal,내가 왜?,,left,,battle_bgm,bruning_town,
12,진월,,예…?,,right,,battle_bgm,bruning_town,
13,foxName,fox_normal,내가 왜 구해야 하는데?,,left,,battle_bgm,bruning_town,
14,진월,,아니` 그게… 당연히 수호령…,,right,,battle_bgm,bruning_town,
15,진월,,아` 아니지! 응당` 사람이면 해야죠!,,right,,battle_bgm,bruning_town,
16,foxName,fox_normal,난 여우야.,,left,,battle_bgm,bruning_town,
17,진월,,아` 그러네. 하지만 그` 그게…,,right,,battle_bgm,bruning_town,
18,foxName,,스릉,,,draw,stage1_bgm,bruning_town,일반 스탠딩 일러스트에서 칼을 뽑은 일러스트로 변경
19,foxName,fox_normal,사람은 관심 없어.,,left,,stage1_bgm,bruning_town,
20,foxName,fox_normal,다만` 내가 찾던 녀석이 저기 있네.,,left,,stage1_bgm,bruning_town,
21,진월,,그` 그럼!,,right,,stage1_bgm,bruning_town,
22,foxName,fox_normal,재빠르게 돌파한다.,,left,,stage1_bgm,bruning_town,
23,foxName,fox_normal,못 따라오면 죽을 줄 알아.,,left,,stage1_bgm,bruning_town,
24,진월,,옙!,,right,,stage1_bgm,bruning_town,
