index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,호문조,bird_injury,역시 나 혼자론 막을 수 없었나?,,right,,stage3_bgm,flowerhill_1,
2,foxName,fox_normal,걱정 마라.,,left,,stage3_bgm,flowerhill_1,
3,foxName,fox_normal,어차피 다른 녀석들도 네 옆에 보내줄 테니까.,,left,,stage3_bgm,flowerhill_1,
4,호문조,bird_injury,키르르르… 정말… 대단하단 말야…,,right,,stage3_bgm,flowerhill_1,
5,호문조,bird_injury,퇴마사에게… 당해놓고도… 또 퇴마사를…,,right,,stage3_bgm,flowerhill_1,
6,foxName,,….?!,,left,,stage3_bgm,flowerhill_1,
7,,,,,,,stage3_bgm,all_black,
8,sound,white_blade_black,슈칵!,,,slash3,stage3_bgm,,검은 화면에서 하얀 검격이 세로로 가르는 연출
9,내레이션,,호문조는 의미심장한 비웃음과 함께 영영 눈을 감았다.,bird_injury_disappear,,,stage3_bgm,flowerhill_1,
10,내레이션,,퇴마사에게 당했다니...,,,,stage3_bgm,flowerhill_1,
11,내레이션,,도저히 알 수 없는 말을 남겨두고.,,,,stage3_bgm,flowerhill_1,
12,내레이션,,호문조는 수수께끼 하나와 구슬 하나를 남겨두고 사라졌다.,,,,stage3_bgm,flowerhill_1,
13,진월,,구미호님...,_appear,right,,stage3_bgm,flowerhill_1,호문조가 사라지고 오른쪽에 진월 일러스트 등장
14,foxName,fox_angry,넌 아무것도 못 들은 거야,,left,,stage3_bgm,flowerhill_1,
15,진월,,아뇨. 들었어요.,,right,,stage3_bgm,flowerhill_1,
16,sound,,,,,threat,stage3_bgm,fox_jin_illustration_2,구미호(왼쪽)가 진월(오른쪽)의 목에 검을 겨누는 일러스트 컷씬 
17,내레이션,,그녀의 검이 내 목에 가까이 다가왔다.,,,,stage3_bgm,fox_jin_illustration_2,
18,내레이션,,고작` 창호지 한 장 차이로.,,,,stage3_bgm,fox_jin_illustration_2,
19,foxName,fox_angry,못 들은 거라고.,,,,stage3_bgm,flowerhill_1,
20,진월,,아뇨 들었어요.,,,,stage3_bgm,flowerhill_1,
21,foxName,fox_angry,이래도 못 들은 거라고?,,,,stage3_bgm,flowerhill_1,
22,진월,,예! 전  foxName 님을 다치게 하고 싶지 않으니까요!,,,,stage3_bgm,flowerhill_1,
23,foxName,,,_tremble,,,stage3_bgm,flowerhill_1,
24,foxName,fox_normal,이상한 데서 고집투성이군. 진짜 그 녀석처럼…,,,,stage3_bgm,flowerhill_1,
25,진월,,대답해주세요.,,,,stage3_bgm,flowerhill_1,
26,진월,,퇴마사가  foxName 님께 위해를 끼쳤다는 게 대체 무슨…,,,,stage3_bgm,flowerhill_1,
27,foxName,fox_normal,넌 못 들은 거야. 아직은.,,,,stage3_bgm,flowerhill_1,
28,진월,,…. 꼭 나중에 말해주세요.,,,,stage3_bgm,flowerhill_1,
29,foxName,fox_normal,그래…,,,,stage3_bgm,flowerhill_1,
30,,,,,,,stage3_bgm,all_black,화면 전환(블랙 아웃)
31,???,blackFox1,결국` 온 거야?,,,,stage3_bgm,flowerhill_1,
32,???,blackFox2,어째서… 또…,,,,stage3_bgm,flowerhill_1,
33,???,blackFox3,…언니.,,,,,flowerhill_1,
34,background,,,,,,,black,화면 전환(블랙 아웃)
35,내레이션,blackFox1,‘체험판은 여기까지입니다! 플레이해주셔서 감사합니다!’,,,,,end_menu,"크레딧과 함께 종료, 메인 메뉴로 복귀"
