index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,금강호,tiger,커헉!,null,left,,stage1_bgm,burning_town,여기서부터 금강호 보스 배경음악 종료
2,금강호,tiger,감히 여우 따위가…!,,left,,stage1_bgm,burning_town,
3,금강호,tiger,이 산의 왕에게! 감히…!,,left,,stage1_bgm,burning_town,
4,foxName,fox_normal,왕은 무슨.,,right,,stage1_bgm,burning_town,
5,foxName,fox_normal,이번엔 확실히 끝내주마.,,right,,stage1_bgm,burning_town,
6,금강호,tiger,자` 잠깐…! 거래를 하자!,,left,,stage1_bgm,burning_town,
7,금강호,tiger,날 풀어주면… 요괴왕이 있는 곳을…!,,left,,stage1_bgm,burning_town,
8,sound,white_blade_black,써-걱!,,,slash,stage1_bgm,burning_town,검은 화면에서 하얀 검격이 세로로 가르는 연출
9,금강호,tiger,커…헉…!,,left,,stage1_bgm,burning_town,
10,,,,tiger_injury_disappear,,,stage1_bgm,burning_town,부상당한 금강호 일러스트가 사라짐
11,,,,jim_normal_appear,,,stage1_bgm,burning_town,금강호가 사라진 왼쪽자리에 진월 일러스트 등장
12,foxName,fox_normal,끝까지 추한 게 예전이나 지금이나 똑같군.,,left,,stage1_bgm,burning_town,
13,나래이션,,죽어서 사라진 금강호의 자리엔 구슬 하나만이 덩그러니 있었다.,,,,stage1_bgm,burning_town,
14,나래이션,,그녀는 그 구슬을 줍더니 깨진 혼령구슬에 갖다댔다.,,,,stage1_bgm,burning_town,
15,sound,,,,,magic,stage1_bgm,burning_town,금이 가있는 구슬이 빛나는 그림 중간에 배치(전체화면 x)
16,나래이션,,혼령 구슬의 일곱개의 금 중에 하나가 사라졌다.,,,,stage1_bgm,burning_town,배치된 구슬 그림 사라짐
17,구미호,fox_normal,앞으로 일곱 그리고 하나,,left,,stage1_bgm,burning_town,
18,foxName,fox_normal,떠난다., turn illustration,,,stage1_bgm,burning_town,왼쪽에 있는 구미호 일러스트의 앞 방향이 반대방향으로 전환
19,진월,,예… 옙!,,,,stage1_bgm,burning_town,
20,진월,,,right-left,left,,stage1_bgm,burning_town,오른쪽에 있던 진월 일러스트가 왼쪽으로 이동` 구미호 일러스트 뒤에 위치
21,마을 사람,hunman_normal,자` 잠깐만요!,person_appear,right,,stage1_bgm,burning_town,
22,foxName,fox_normal,...,,left,,stage1_bgm,burning_town,
23,마을 사람,npc1,감사합니다!,,right,,stage1_bgm,burning_town,
24,마을 사람,npc1,여러분이 아니었다면…,,right,,stage1_bgm,burning_town,
25,foxName,fox_normal,앞으로 더 많은 요괴가 몰려올 거야.,,left,,stage1_bgm,burning_town,
26,foxName,fox_normal,살고 싶으면 남쪽으로 꺼져.,,left,,stage1_bgm,burning_town,
27,,,,fox_normal_disappear,,,stage1_bgm,burning_town,구미호 왼쪽으로 이동하여 퇴장(게임 화면 밖까지 나가서 퇴장
28,나래이션,,그녀는 더 할 말이 없다는 듯 그저 발걸음을 옮겼다.,,,,stage1_bgm,burning_town,진월 일러스트는 이동하지 않고 대기.
29,나래이션,,나도 그녀를 따라가느라 아주 잠깐 동안만 볼 수 있었지만.,,,,stage1_bgm,burning_town,
30,나래이션,,난 보았다.,,,,stage1_bgm,burning_town,
31,나래이션,,살아남은 마을 사람들을.,,,,stage1_bgm,burning_town,
32,나래이션,,그리고` 구미호 그녀의 표정을.,,,,stage1_bgm,burning_town,
33,나래이션,,다만` 그게 웃는 건지 우는 건지 알 수가 없었다.,,,,stage1_bgm,burning_town,
