index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,진월,,우와아… 이렇게 아름다운 곳이 있다니.,,right,,peacrful_bgm,flowerhill_1,
2,foxName,fox_normal,즐겨둬.,,left,,peacrful_bgm,flowerhill_1,
3,foxName,fox_normal,이곳을 지난 뒤엔 고통만 보게 될 테니까.,,right,,peacrful_bgm,flowerhill_1,
4,진월,,에이 그렇게 초를 치면 되나요?,,left,,peacrful_bgm,flowerhill_1,
5,foxName,fox_normal,흥` 내가 편해졌나 보네?,,right,,peacrful_bgm,flowerhill_1,
6,진월,,그래도 저도 이제 슬슬 일인분 하지 않나요?,,left,,peacrful_bgm,flowerhill_1,
7,진월,,너무 그러지 말아주세요` 헤헤.,,left,,peacrful_bgm,flowerhill_1,
8,foxName,fox_normal,흥. 뭐 그러던가.,,right,,peacrful_bgm,flowerhill_1,
9,foxName,fox_normal,다만 정말로 이 뒤의 갈 곳들은 모두 고통이 가득한 곳들이야.,,right,,peacrful_bgm,flowerhill_1,
10,foxName,fox_normal,우리의 목적지부터가 사령의 땅이니까.,,right,,peacrful_bgm,flowerhill_1,
11,진월,,사` 사령의 땅이요…?!,,,,stage3_bgm,flowerhill_1,
12,내레이션,,사령의 땅… 말 그대로 죽은 혼령들의 땅.,,,,stage3_bgm,flowerhill_1,
13,내레이션,,그냥 혼령도 아니고 원혼들의 땅.,,,,stage3_bgm,flowerhill_1,
14,내레이션,,원혼이 만들어지는 이유는 제각기지만.,,,,stage3_bgm,flowerhill_1,
15,내레이션,,적어도` 대량으로 만들어지는 이유는 단순했다.,,,,stage3_bgm,flowerhill_1,
16,내레이션,,인간과 자연이 만들어내는 온갖 재앙들...,,,,stage3_bgm,flowerhill_1,
17,내레이션,,기근` 질병` 전쟁` 조정의 탄압 등등...,,,,stage3_bgm,flowerhill_1,
18,내레이션,,그 모든 건 조선 팔도에 일어나는 일이지만.,,,,stage3_bgm,flowerhill_1,
19,내레이션,,유달리 그 모든 게 다같이 일어나버린 땅이 있었다.,,,,stage3_bgm,flowerhill_1,
20,내레이션,,그곳이…,,,,stage3_bgm,flowerhill_1,
21,진월,,거긴` 요괴왕이 태어난 곳이잖아요!,,left,,stage3_bgm,flowerhill_1,
22,진월,,여전히 위험한 곳인지라 사냥꾼들조차 다가가지 않는 금기 구역…,,left,,stage3_bgm,flowerhill_1,
23,foxName,fox_normal,애초에 요괴 대다수가 거기서 태어나니까.,,right,,stage3_bgm,flowerhill_1,
24,진월,,그런 위험한 곳을 …왜?,,left,,stage3_bgm,flowerhill_1,
25,foxName,fox_normal,그 놈이 정말로 돌아왔다 해도 아직 온전치 못할 거야.,,right,,stage3_bgm,flowerhill_1,
26,foxName,fox_normal,그곳만큼 그 녀석이 회복하기 좋은 땅도 없지.,,right,,stage3_bgm,flowerhill_1,
27,foxName,fox_normal,덤으로 군대를 모으기에도 좋고.,,right,,stage3_bgm,flowerhill_1,
28,진월,,설마 그곳에 머무는 혼령들을 요괴로…?,,left,,stage3_bgm,flowerhill_1,
29,foxName,fox_normal,그곳에 있는 혼령들은 전부 원한이 가득하니까.,,right,,stage3_bgm,flowerhill_1,
30,foxName,fox_normal,요괴가 되기 딱 좋지.,,right,,stage3_bgm,flowerhill_1,
31,진월,,이해가 안 돼요.,,left,,stage3_bgm,flowerhill_1,
32,진월,,구미호님은 왜 그런 위험한 땅까지 가시는 건지…,,left,,stage3_bgm,flowerhill_1,
33,진월,,사람을 지키는 일엔 관심 없다면서요?,,left,,stage3_bgm,flowerhill_1,
34,foxName,fox_normal,그래 관심 없어.,,right,,stage3_bgm,flowerhill_1,
35,foxName,fox_normal,그저 내 것을 되찾으려는 것 뿐이야,,right,,stage3_bgm,flowerhill_1,
36,foxName,fox_normal,내가 말해줄 건 그것 뿐이야.,,right,,stage3_bgm,flowerhill_1,
37,sound,fox_sword,스릉,,left,,stage3_bgm,flowerhill_1,
38,foxName,fox_sword,하지만 여기서까지 그냥 넘어가게 해줄 생각이 없나 보네.,,right,,battle_bgm,flowerhill_1,
39,진월,,예? 주변에 아무것도.,,left,,battle_bgm,flowerhill_1,
40,foxName,fox_sword,위.,,right,,battle_bgm,flowerhill_1,
41,진월,,위` 위요? 헉!,,left,,battle_bgm,flowerhill_1,
