index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,구미호,fox_normal,일단 이게 마지막이네.,null,left,,stage1_bgm,forest1,
2,구미호,fox_normal,팔마 녀석들. 아직 어림도 없다는 건가…,,left,,stage1_bgm,forest1,
3,나,,저` 저기…,,right,,stage1_bgm,forest1,
4,구미호,fox_normal,뭐지?,,left,,stage1_bgm,forest1,
5,구미호,fox_normal,쓸데없는 질문이면…,,left,,stage1_bgm,forest1,
6,나,,아` 아니 그게…,,right,,stage1_bgm,forest1,
7,나,,물론 구미호님에겐 쓸모 없는 내용일지도…,,right,,stage1_bgm,forest1,
8,나,,아니` 그래서` 어쩌고` 그러니까` 그래서…,,right,,stage1_bgm,forest1,
9,구미호,fox_angry,스릉,,left,threat,stage1_bgm,forest1,
10,구미호,fox_angry,대답.,,left,,stage1_bgm,forest1,
11,나,,성함을 여쭈고 싶습니다!,,right,,stage1_bgm,forest1,
12,구미호,fox_normal,없어.,,left,,stage1_bgm,forest1,
13,나,,그럴리가요!,,right,,stage1_bgm,forest1,
14,나,,수호령들은 보호받는 인간들이 바친 이름을… 아… 아닙니다!,,right,,stage1_bgm,forest1,
15,구미호,fox_normal,드디어 입을 닫는 버릇을 들였구나.,,left,,stage1_bgm,forest1,
16,나,,그` 그럼 제 이름을 알려드릴게요.,,right,,stage1_bgm,forest1,
17,구미호,fox_normal,뭐` 그러든가.,,left,,stage1_bgm,forest1,
18,내레이션,,거절할 줄 알았는데.,,,,stage1_bgm,forest1,
19,내레이션,,의외로 그녀는 내 이름에 대해 궁금해하는 눈치였다.,,,,stage1_bgm,forest1,
20,내레이션,,역시` 수호령은 수호령인가.,,,,stage1_bgm,forest1,
21,나,,제 이름은 진월입니다!,,right,,stage1_bgm,forest1,
22,구미호,fox_awkward,…!,tremble,left,,stage1_bgm,forest1,
23,구미호,fox_normal,뭐` 그래.,,left,,stage1_bgm,forest1,
24,진월,,헤헤! 잘 부탁드립니다!,,,,stage1_bgm,forest1,
25,구미호,fox_normal,뭐` 그러든가.,,left,,stage1_bgm,forest1,
26,진월,,저`그런데... 구미호님도 이름이 있어야 하지 않겠어요?,,,,stage1_bgm,,
27,구미호,fox_normal,필요 없어.,,,,stage1_bgm,,
28,진월,,그` 그러지 마시구요.,,,,stage1_bgm,,
29,진월,,그럼 제가 지어드릴까요...?,,,,stage1_bgm,,
30,구미호,fox_normal,...?,,,,stage1_bgm,,
31,진월,,아` 아니 그래도 역시 이름이 있어야 한달까` 그게...,,,,stage1_bgm,,
32,구미호,fox_normal,마음대로 해. ,,,,stage1_bgm,,
33,구미호,fox_normal,어차피 그 이름따윈 안 쓸 거니까.,,,,stage1_bgm,,
34,진월,,아` 예! 그럼` 음...,,,,stage1_bgm,,
35,진월,,foxName'은 어때요? 괜찮죠?,,,,stage1_bgm,,
36,foxName,fox_normal,...흥.,,,,stage1_bgm,,
37,나래이션,,그녀는 아무런 대답도 없이 그저 갔다.,,,,stage1_bgm,,
38,나래이션,,마음에 든 걸까? 아닌걸까.,,,,stage1_bgm,,
39,나래이션,,뭐` 적어도 허락이라고 생각을 하기로 했다.,,,,stage1_bgm,,
