index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,foxName,,넌…,,right,,stage3_bgm,pause_in_game,
2,스라불,goblin_normal,"우으… 어? 안녕? 간만이구나, 동백!",,center,,stage3_bgm,pause_in_game,
3,foxName,fox_normal,아니야.,,right,,stage3_bgm,pause_in_game,
4,스라불,goblin_normal,응?,,center,,stage3_bgm,pause_in_game,
5,foxName,fox_normal,난 지금 이름이 없어.,,right,,stage3_bgm,pause_in_game,
6,foxName,fox_normal,그리고 지금 넌 인사나 할 만한 모습이 아닌데?,,right,,stage3_bgm,pause_in_game,
7,스라불,goblin_normal,"아, 내 몸?",,center,,stage3_bgm,pause_in_game,
8,내레이션,,도깨비.,,,,stage3_bgm,pause_in_game,
9,내레이션,,수호령과 함께 인간과 공존하는 이들인 선령 중 하나.,,,,stage3_bgm,pause_in_game,
10,내레이션,,확실이 그녀의 말대로 그 도깨비는 이상했다.,,,,stage3_bgm,pause_in_game,
11,내레이션,,몸이…,,,,stage3_bgm,pause_in_game,
12,내레이션,,근데` 도깨비는 아랑곳 않고 웃으며 반투명한 손을 흔들었다.,,,,stage3_bgm,pause_in_game,
13,스라불,goblin_normal,하하! 어때? 반투명 하지?,,center,,stage3_bgm,pause_in_game,
14,스라불,goblin_normal,좀 만 더 투명하면 장난치기 딱 좋은데 말이지!,,center,,stage3_bgm,pause_in_game,
15,foxName,fox_normal,농담 마.,,right,,stage3_bgm,pause_in_game,
16,foxName,fox_normal,지금 소멸하고 있는 거잖아.,,right,,stage3_bgm,pause_in_game,
17,스라불,goblin_normal,뭐 그런가봐.,,center,,stage3_bgm,pause_in_game,
18,스라불,goblin_normal,힘이 빠지긴 해!,,center,,stage3_bgm,pause_in_game,
19,스라불,goblin_normal,역시 날아다니는 녀석들과 씨름하려면 힘들더라구!,,center,,stage3_bgm,pause_in_game,
20,스라불,goblin_normal,"아, 그래도!",,center,,stage3_bgm,pause_in_game,
21,스라불,goblin_normal,내가 이겼지롱!,,center,,stage3_bgm,pause_in_game,
22,스라불,goblin_normal,역시 내 바람의 힘이 담긴 씨름은 이길 자가 없다니깐!,,center,,stage3_bgm,pause_in_game,
23,스라불,goblin_normal,으음… 대신 이러다가 다신 못 일어나겠는걸?,,center,,stage3_bgm,pause_in_game,
24,진월,,"그, 그럼 안 되잖아요!",,left,,stage3_bgm,pause_in_game,
25,스라불,goblin_normal,오옹? 넌 누구야? 인간?,,center,,stage3_bgm,pause_in_game,
26,스라불,goblin_normal,"이야, 반가워~! 난 스라불이야! 도깨비지!",,center,,stage3_bgm,pause_in_game,
27,진월,,"아, 아니 그게 문제가.",,left,,stage3_bgm,pause_in_game,
28,스라불,goblin_normal,에이! 목숨은 바람이요.,,center,,stage3_bgm,pause_in_game,
29,스라불,goblin_normal,바람은 있다가도 없는 것이로다!,,center,,stage3_bgm,pause_in_game,
30,진월,,구` 구미호님.,,left,,stage3_bgm,pause_in_game,
31,foxName,fox_normal,어쩔 수 없어.,,right,,stage3_bgm,pause_in_game,
32,foxName,fox_normal,도깨비란 것들은 다 저러니까.,,right,,stage3_bgm,pause_in_game,
33,foxName,fox_normal,모든 게 바람 따라 기분 따라 행하는 녀석들이니까.,,right,,stage3_bgm,pause_in_game,
34,스라불,goblin_normal,에이! 뭐 삶이란 다 그런 것 아니겠나?,,center,,stage3_bgm,pause_in_game,
35,foxName,fox_normal,시끄럽고. 일단 내 혼령 구슬 속에 들어가 있어.,,right,,stage3_bgm,pause_in_game,
36,foxName,fox_normal,적어도 네 영기가 흩어지는 건 막아야 되니까.,,right,,stage3_bgm,pause_in_game,
37,스라불,goblin_normal,오호 통재라! 그거 좋은 생각이군!,,center,,stage3_bgm,pause_in_game,
38,스라불,goblin_normal,사라지는 건 두렵지 않지만…,,center,,stage3_bgm,pause_in_game,
39,스라불,goblin_normal,앞으로 막걸리에 시루떡에 씨름까지 포기하는 건 무섭거든!,,center,,stage3_bgm,pause_in_game,
40,스라불,goblin_normal,"그럼 신세 좀 지지, 동백이!",,center,,stage3_bgm,pause_in_game,
41,foxName,fox_angry,시끄러… 닥치고 들어가.,,right,,stage3_bgm,pause_in_game,
42,스라불,goblin_normal,동백이 아니라면… 나중에 저 청년이 새로 지어주면 되겠군.,,center,,stage3_bgm,pause_in_game,
43,foxName,fox_angry,시끄러!,,right,,stage3_bgm,pause_in_game,
44,스라불,goblin_normal,아니네! 이미 지어줬구먼! 이히히! 그럼 실례!,,center,,stage3_bgm,pause_in_game,
45,내레이션,,그녀가 뭐라할 새도 없이 우리 첫 동료는 그렇게 혼령구슬 속으로 사라졌다.,goblin_normal_disappear,,,stage3_bgm,pause_in_game,
46,내레이션,,정말` 정신 없는 분이다.,,,,stage3_bgm,pause_in_game,
47,foxName,fox_normal,하여간… 도깨비들이란.,,right,,stage3_bgm,pause_in_game,
48,진월,,"그니까, 구미호님의 진짜 성함이…동...",,left,,stage3_bgm,pause_in_game,
49,foxName,fox_angry,그 단어 말하면 네 혼령을 찢어버릴 줄 알아.,,right,,stage3_bgm,pause_in_game,
50,진월,,구미호 님이죠! 구미호 님의 성함은 구미호입니다!,,left,,stage3_bgm,pause_in_game,
51,foxName,fox_normal,후우...,,right,,stage3_bgm,,
52,내레이션,,그녀는 오랫동안 저 먼곳을 쳐다봤다.,,,,stage3_bgm,,
53,foxName,fox_normal,다시 말하지만 동백은 내 이름이 아니야.,,right,,stage3_bgm,,
54,진월,,아` 물론이죠! 구미호님운... 구미...,,left,,stage3_bgm,,
55,foxName,fox_normal,구미호도 아냐. 난 이름이 있으니까.,,right,,stage3_bgm,,
56,진월,,예? 예전엔 없다고...,,left,,stage3_bgm,,
57,내레이션,,그녀는 잠시 부끄러운듯 쭈뼛거렸다.,,,,stage3_bgm,,
58,foxName,fox_shy,내 이름은 'foxName'이니까.,,right,,stage3_bgm,,
59,진월,,아...,,left,,stage3_bgm,,
60,진월,,물론이죠! ,,left,,stage3_bgm,,
61,진월,,구미호님의 성함은 foxName이니깐요!,,left,,stage3_bgm,,
62,foxName,fox_shy,그래...,,right,,stage3_bgm,,
63,내레이션,,그때였다.,,,,stage3_bgm,,
64,내레이션,,나와 foxName 사이에 뭔가가 공명하는 느낌이 일었다.,,,,stage3_bgm,,
65,내레이션,,동시에` 바람이 나풀거리기 시작했다.,,,,stage3_bgm,,
66,내레이션,,그 바람 속에서 기운이 일어났다.,,,,stage3_bgm,pause_in_game,
67,내레이션,,전의 요괴의 영기와는 전혀 다른 느낌...,,,,stage3_bgm,pause_in_game,
68,내레이션,,뭔가 가볍고…,,,,stage3_bgm,pause_in_game,
69,내레이션,,하늘을 나는 긋한 기분…,,,,stage3_bgm,pause_in_game,
70,foxName,,너. 벌써?,,right,,stage3_bgm,pause_in_game,
71,진월,,이` 이게 뭐죠?!,_tremble,left,wind,stage3_bgm,pause_in_game,
72,foxName,fox_normal,그렇군,,right,,stage3_bgm,pause_in_game,
73,foxName,fox_normal,생각보다 퇴마사로서 재능이 있어.,,right,,stage3_bgm,pause_in_game,
74,진월,,예? 재능이라뇨? 그게 대체?,,left,,stage3_bgm,pause_in_game,
75,foxName,fox_normal,요괴가 오고 있다.,,right,,stage3_bgm,pause_in_game,
76,진월,,히` 히익!,,left,,stage3_bgm,pause_in_game,
77,foxName,fox_normal,바람을 생각해봐.,,right,,stage3_bgm,pause_in_game,
78,진월,,예? 바람이요?,,left,,stage3_bgm,pause_in_game,
79,내레이션,,바람? 그걸 어떻게 생각을?,,,,stage3_bgm,pause_in_game,
80,내레이션,,찰나 내 옛날 산들바람에 대해 떠올리자,,,,stage3_bgm,pause_in_game,
81,sound,,,,,wind,stage3_bgm,pause_in_game,
82,진월,,우` 우왓!,_tremble,left,,stage3_bgm,pause_in_game,
83,foxName,fox_normal,그거야.,,right,,stage3_bgm,pause_in_game,
84,진월,,이건 대체…? 설마 도술?,,left,,stage3_bgm,pause_in_game,
85,foxName,fox_normal,그게 퇴마사들의 진정한 힘이야.,,right,,stage3_bgm,pause_in_game,
86,foxName,fox_normal,이번엔 폭풍을 떠올려봐,,right,,stage3_bgm,pause_in_game,
87,foxName,fox_normal,스라불.,,right,,stage3_bgm,pause_in_game,
88,foxName,fox_normal,그 도깨비 녀석의 자랑인 도깨비 폭풍이 일어날 테니까.,,right,,stage3_bgm,pause_in_game,
89,진월,,대체 어떻게 된 거죠?,,left,,stage3_bgm,pause_in_game,
90,foxName,fox_normal,퇴마사가 수호령의 강화시켜준다면.,,right,,stage3_bgm,pause_in_game,
91,foxName,fox_normal,그 반대 역시 존재하니까,,right,,stage3_bgm,pause_in_game,
92,나래이션,,난 할아버지에게 들은 말씀을 기억했다.,,,,stage3_bgm,pause_in_game,
93,나래이션,,수호령은 자신이 지켜주는 인간에게 이름을 받는다고.,,,,stage3_bgm,pause_in_game,
94,나래이션,,그렇다면 퇴마사에게 이름을 받는다면.,,,,stage3_bgm,pause_in_game,
95,나래이션,,그것은` 더욱 특별한 것일지도 모른다는 생각이 들었다.,,,,stage3_bgm,pause_in_game,
96,나래이션,,물론 그것에 대해 물어볼 용기는 들지 않았다.,,,,stage3_bgm,pause_in_game,
97,나래이션,,"퇴마사와 구미호, 그리고 사냥꾼의 이야기는...",,,,stage3_bgm,pause_in_game,
98,나래이션,,내가 상상하던 것 이상으로 꼬여 있어 보였으니까.,,,,stage3_bgm,pause_in_game,
