index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,내레이션,,확실히` 그 덩치가 크고 웅장한 황금빛 맹금류의 새 하나가 바닥에 웅크리고 있었다.,,,,stage3_bgm,flowerhill_1,
2,내레이션,,그 녀석이 아까 천둥을 부른 새란 건 누가 봐도 알 것 같았다.,,,,stage3_bgm,flowerhill_1,
3,호문조,bird_normal,어이가 없군. 어이가 없어.,,right,,stage3_bgm,flowerhill_1,
4,호문조,bird_normal,여우 녀석이야 예견된 일이었다만.,,right,,stage3_bgm,flowerhill_1,
5,호문조,bird_normal,설마… 그 빌어먹을 퇴마사까지…,,right,,stage3_bgm,flowerhill_1,
6,호문조,bird_normal,대단하군. 여우.,,right,,stage3_bgm,flowerhill_1,
7,호문조,bird_normal,어디서 또 그 애완 퇴마사를 데려온 거지?,,right,,stage3_bgm,flowerhill_1,
8,foxName,fox_normal,네가 알아서 뭣하게?,,left,,stage3_bgm,flowerhill_1,
9,foxName,fox_normal,넌 곧 죽을 텐데.,,left,,stage3_bgm,flowerhill_1,
10,foxName,fox_normal,더는 하늘로 도망갈 수 없어. 영원히 그럴거고.,,left,,stage3_bgm,flowerhill_1,
11,호문조,bird_normal,한 가지 착각하는게 있어.,,right,,stage3_bgm,flowerhill_1,
12,내레이션,,호문조가 그 웅장한 두 날개를 펴며 소리 쳤다...!,,,wind,stage3_bgm,flowerhill_1,
13,호문조,bird_normal,난 하늘의 제왕이다!,,right,,boss3_bgm,flowerhill_1,
14,호문조,bird_normal,그리고 내가 선 곳!,,right,,boss3_bgm,flowerhill_1,
15,호문조,bird_normal,그곳이 하늘이요! 내 천둥의 요람이니라!,,right,,boss3_bgm,flowerhill_1,
16,호문조,bird_normal,,,,thunder,boss3_bgm,flowerhill_1,
17,호문조,bird_normal,,,,bird_roar2,boss3_bgm,flowerhill_1,
