index,charName,imgName,dialog,animation,location,sound,bgmusic,bg,extra1
1,진월,,으으… 뭔가 몸에서 한기가 돋는데요?,,right,,stage2_bgm,pause_in_game,
2,foxName,fox_normal,저 이상한 빛이 구슬 안에 들어간 뒤였나?,,left,,stage2_bgm,pause_in_game,
3,foxName,fox_normal,당연하지.,,right,,stage2_bgm,pause_in_game,
4,foxName,fox_normal,구슬에 네 혼령과 요괴 영기가 같이 있으니까.,,right,,stage2_bgm,pause_in_game,
5,진월,,예?!,,left,,stage2_bgm,pause_in_game,
6,foxName,fox_normal,인간에게 혼령이 있듯이` 요괴에게도 영기라는 게 있어.,,right,,stage2_bgm,pause_in_game,
7,foxName,fox_normal,지금 내가 죽인 요괴의 영기가 네 혼령과 같이 있는 거야,,right,,stage2_bgm,pause_in_game,
8,진월,,그` 그럼 안 되잖아요!,,left,,stage2_bgm,pause_in_game,
9,진월,,요괴에게 물든 사람은 요괴가 되는데!,,left,,stage2_bgm,pause_in_game,
10,foxName,fox_normal,걱정 마.,,right,,stage2_bgm,pause_in_game,
11,foxName,fox_normal,네 혼령을 꽉 잡고 있으니까.,,right,,stage2_bgm,pause_in_game,
12,foxName,fox_normal,네가 영향받을 일은 없어.,,right,,stage2_bgm,pause_in_game,
13,foxName,fox_normal,하지만 네가 이상한 짓을 벌인다면.,,right,,stage2_bgm,pause_in_game,
14,foxName,fox_angry,네가 상상한 대로 될 거야.,,right,,stage2_bgm,pause_in_game,
15,진월,,히` 히익!,,left,,stage2_bgm,pause_in_game,
16,진월,,그` 근데 왜 요괴의 영기가…,,left,,stage2_bgm,pause_in_game,
17,foxName,fox_normal,영기가 왜?,,right,,stage2_bgm,pause_in_game,
18,foxName,fox_shocked,…!,,right,,stage2_bgm,pause_in_game,
19,내레이션,,그건` 그녀조차도 예상하지 못했다.,,,,stage2_bgm,pause_in_game,
20,내레이션,,분명 나눠져 있었을 두 혼령.,,,,stage2_bgm,pause_in_game,
21,내레이션,,진월의 혼령과 요괴의 영기가…,,,,stage2_bgm,pause_in_game,
22,내레이션,,하나가 되어 있었다.,,,,stage2_bgm,pause_in_game,
23,foxName,fox_awakward,말도 안 돼.,,right,,stage2_bgm,pause_in_game,
24,foxName,fox_awakward,분명 나눴을 텐데.,,right,,stage2_bgm,pause_in_game,
25,foxName,fox_normal,아냐.,,right,,stage2_bgm,pause_in_game,
26,foxName,fox_normal,요괴의 영기가 움직인 게 아니야.,,right,,stage2_bgm,pause_in_game,
27,진월,,예? 그게 무슨…,,left,,stage2_bgm,pause_in_game,
28,foxName,fox_normal,네 혼령이 영기를…,,right,,stage2_bgm,pause_in_game,
29,내레이션,,그 뒤에 나온 말은 내 귀로 직접 듣고도 믿지 못했다.,,,,stage2_bgm,pause_in_game,
30,진월,,제` 제가… 요괴의 영기를 흡수했다고요…?,,left,,stage2_bgm,pause_in_game,
31,foxName,fox_normal,그래.,,right,,stage2_bgm,pause_in_game,
32,foxName,fox_normal,물론 요괴가 다른 요괴의 영기를 흡수하는 건 당연한 일이야.,,right,,stage2_bgm,pause_in_game,
33,foxName,fox_normal,요괴들은 영기를 서로 흡수할 때마다 강해지니까.,,right,,stage2_bgm,pause_in_game,
34,진월,,하` 하지만 저는… 인간… 저` 설마... 요괴...?!,,left,,stage2_bgm,pause_in_game,
35,내레이션,,다행히` 그녀는 고개를 도리도리 젓는다.,,,,stage2_bgm,pause_in_game,
36,foxName,fox_normal,네 혼령.,,right,,stage2_bgm,pause_in_game,
37,foxName,fox_normal,그건 분명 인간의 것이야.,,right,,stage2_bgm,pause_in_game,
38,foxName,fox_normal,그렇다면…,,left,,stage2_bgm,pause_in_game,
39,sound,fox_sword,스릉,,,threat,stage2_bgm,pause_in_game,
40,진월,,뭐` 뭘 하시는 건가요!,,left,,stage2_bgm,pause_in_game,
41,sound,,푹!,,,prod,stage2_bgm,fox_jin_illustration_1,
42,내레이션,,살과 뼈가 금속에 맞닿아 뭉개지는 소리.,,,,stage2_bgm,fox_jin_illustration_1,
43,내레이션,,하지만 소리와 다르게…,,,,stage2_bgm,fox_jin_illustration_1,
44,내레이션,,피가… 안 나?,,,,stage2_bgm,fox_jin_illustration_1,
45,내레이션,,그 검은 꼭 바람처럼 내 몸을 뚫더니.,,,,stage2_bgm,fox_jin_illustration_1,
46,내레이션,,그대로 바람처럼 빠져나갔다.,,,,stage2_bgm,fox_jin_illustration_1,
47,내레이션,,하지만` 그 검은…,,,,stage2_bgm,fox_jin_illustration_1,
48,내레이션,,달빛처럼 빛나고 있었다.,,,,stage2_bgm,fox_jin_illustration_1,
49,내레이션,,뭐라 말할 새도 없이.,,,,stage2_bgm,pause_in_game,
50,내레이션,,그 아름드리 빛나는 여우의 검이 춤을 췄다.,,,,stage2_bgm,pause_in_game,
